"Gene"	"Aliases"	"Aliases3"	"GeneCateg"	"PromoterOf"	"contigV1"	"startV1"	"stopV1"	"strandV1"	"Npaths"	"contigV2"	"startV2"	"stopV2"	"strandV2"	"Qstart"	"Qstop"	"LQueryMapped"	"QueryLength"	"coverage"	"TrimmedCoverage"	"PcIdentity"	"matches"	"mismatches"	"indels"	"unknowns"	"TranslateStart"	"TranslateStop"	"NbOfAA"	"AAchanges"	"NewTargetName"
"Gr33"	"Gr_g27.3"	"Gr33.2"	"Gr"	"None"	"EQ114342"	22231	22163	"-"	1	"GL349623"	828913	828981	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g27_3"
"Gr33"	"Gr_g27.4"	"Gr33.4"	"Gr"	"None"	"EQ114342"	19702	19652	"-"	1	"GL349623"	831454	831504	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	16	NA	"Gr_g27_4"
"Gr34"	"Gr_g28.1"	"Gr34.1"	"Gr"	"None"	"EQ113290"	1967	2918	"+"	1	"GL350004"	229548	228597	"-"	1	952	952	952	100	100	100	952	0	0	0	1	951	317	NA	"Gr_g28_1"
"Gr34"	"Gr_g28.2"	"Gr34.3"	"Gr"	"None"	"EQ113290"	3390	3479	"+"	1	"GL350004"	228125	228036	"-"	1	90	90	90	100	100	100	90	0	0	0	1	90	30	NA	"Gr_g28_2"
"Gr34"	"Gr_g28.3"	"Gr34.4"	"Gr"	"None"	"EQ113290"	4198	4269	"+"	1	"GL350004"	227317	227246	"-"	1	72	72	72	100	100	100	72	0	0	0	1	72	23	NA	"Gr_g28_3"
"Gr34"	"Gr_g28.4"	"Gr34.2"	"Gr"	"None"	"EQ113290"	3239	3307	"+"	1	"GL350004"	228276	228208	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g28_4"
"Gr35"	"Gr_g29.1"	"Gr35.1"	"Gr"	"None"	"EQ116360"	11514	12503	"+"	1	"GL350153"	30760	29771	"-"	1	990	990	990	100	100	100	990	0	0	0	1	990	330	NA	"Gr_g29_1"
"Gr35"	"Gr_g29.2"	"Gr35.4"	"Gr"	"None"	"EQ116360"	15979	16074	"+"	1	"GL350153"	26286	26191	"-"	1	96	96	96	100	100	100	96	0	0	0	1	96	31	NA	"Gr_g29_2"
"Gr35"	"Gr_g29.3"	"Gr35.3"	"Gr"	"None"	"EQ116360"	13988	14077	"+"	1	"GL350153"	28286	28197	"-"	1	90	90	90	100	100	100	90	0	0	0	1	90	30	NA	"Gr_g29_3"
"Gr35"	"Gr_g29.4"	"Gr35.2"	"Gr"	"None"	"EQ116360"	13787	13855	"+"	1	"GL350153"	28487	28419	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g29_4"
"Gr36"	"Gr_g30.1"	"Gr36.1"	"Gr"	"None"	"EQ123358"	20699	21682	"+"	1	"GL349630"	906331	905348	"-"	1	984	984	984	100	100	100	984	0	0	0	1	984	328	NA	"Gr_g30_1"
"Gr36"	"Gr_g30.2"	"Gr36.3"	"Gr"	"None"	"EQ123358"	22546	22635	"+"	1	"GL349630"	904484	904395	"-"	1	90	90	90	100	100	100	90	0	0	0	1	90	30	NA	"Gr_g30_2"
"Gr36"	"Gr_g30.3"	"Gr36.2"	"Gr"	"None"	"EQ123358"	22240	22308	"+"	1	"GL349630"	904790	904722	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g30_3"
"Gr36"	"Gr_g30.4"	"Gr36.4"	"Gr"	"None"	"EQ123358"	22820	22879	"+"	1	"GL349630"	904210	904151	"-"	1	60	60	60	100	100	100	60	0	0	0	1	60	19	NA	"Gr_g30_4"
"Gr37"	"Gr_g31.1"	"Gr37.2"	"Gr"	"None"	"EQ116897"	11240	10598	"-"	1	"GL350183"	69520	68878	"-"	1	643	643	643	100	100	100	643	0	0	0	2	643	214	NA	"Gr_g31_1"
"Gr37"	"Gr_g31.2"	"Gr37.1"	"Gr"	"None"	"EQ116897"	13131	12860	"-"	1	"GL350183"	71411	71140	"-"	1	272	272	272	100	100	100	272	0	0	0	3	272	90	NA	"Gr_g31_2"
"Gr37"	"Gr_g31.3"	"Gr37.5"	"Gr"	"None"	"EQ116897"	8960	8841	"-"	1	"GL350183"	67240	67121	"-"	1	120	120	120	100	100	100	120	0	0	0	1	120	39	NA	"Gr_g31_3"
"Gr37"	"Gr_g31.4"	"Gr37.4"	"Gr"	"None"	"EQ116897"	9220	9128	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g31_4"
"Gr37"	"Gr_g31.5"	"Gr37.3"	"Gr"	"None"	"EQ116897"	9782	9714	"-"	1	"GL350183"	68062	67994	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g31_5"
"Gr38F"	"Gr_g32.1"	"Gr38F.3"	"Gr"	"None"	"EQ116897"	3384	2742	"-"	1	"GL350183"	61682	61040	"-"	1	643	643	643	100	100	100	643	0	0	0	2	643	214	NA	"Gr_g32_1"
"Gr38F"	"Gr_g32.2"	"Gr38F.2"	"Gr"	"None"	"EQ116897"	4624	4333	"-"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g32_2"
"Gr38F"	"Gr_g32.3"	"Gr38F.1"	"Gr"	"None"	"EQ120865"	39318	39199	"-"	1	"GL350183"	57667	57548	"-"	1	120	120	120	100	100	100	120	0	0	0	1	120	39	NA	"Gr_g32_3"
"Gr38F"	"Gr_g32.4"	"Gr38F.5"	"Gr"	"None"	"EQ116897"	227	135	"-"	1	"GL350183"	58085	57993	"-"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g32_4"
"Gr38F"	"Gr_g32.5"	"Gr38F.4"	"Gr"	"None"	"EQ116897"	460	392	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g32_5"
"Gr39"	"Gr_g33.1"	"Gr39.2"	"Gr"	"None"	"EQ120865"	35365	34723	"-"	1	"GL350183"	53646	53004	"-"	1	643	643	643	100	100	100	643	0	0	0	2	643	214	NA	"Gr_g33_1"
"Gr39"	"Gr_g33.2"	"Gr39.1"	"Gr"	"None"	"EQ120865"	37400	37129	"-"	1	"GL350183"	55749	55478	"-"	1	272	272	272	100	100	100	272	0	0	0	1	270	90	NA	"Gr_g33_2"
"Gr39"	"Gr_g33.3"	"Gr39.5"	"Gr"	"None"	"EQ120865"	33301	33182	"-"	1	"GL350183"	51582	51463	"-"	1	120	120	120	100	100	100	120	0	0	0	1	120	39	NA	"Gr_g33_3"
"Gr39"	"Gr_g33.4"	"Gr39.4"	"Gr"	"None"	"EQ120865"	33704	33612	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g33_4"
"Gr39"	"Gr_g33.5"	"Gr39.3"	"Gr"	"None"	"EQ120865"	33937	33869	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g33_5"
"Gr4"	"Gr_g34.1"	"Gr4.5"	"Gr"	"None"	"EQ126506"	50598	50324	"-"	1	"GL350420"	51464	51190	"-"	1	275	275	275	100	100	100	275	0	0	0	3	275	91	NA	"Gr_g34_1"
"Gr4"	"Gr_g34.2"	"Gr4.2"	"Gr"	"None"	"EQ126506"	53692	53506	"-"	1	"GL350420"	54270	54084	"-"	1	187	187	187	100	100	100	187	0	0	0	3	188	62	NA	"Gr_g34_2"
"Gr4"	"Gr_g34.3"	"Gr4.4"	"Gr"	"None"	"EQ126506"	50935	50750	"-"	1	"GL350420"	51801	51616	"-"	1	186	186	186	100	100	100	186	0	0	0	3	185	61	NA	"Gr_g34_3"
"Gr4"	"Gr_g34.4"	"Gr4.1"	"Gr"	"None"	"EQ126506"	54005	53843	"-"	1	"GL350420"	54583	54421	"-"	1	163	163	163	100	100	100	163	0	0	0	1	162	54	NA	"Gr_g34_4"
"Gr4"	"Gr_g34.5"	"Gr4.7"	"Gr"	"None"	"EQ126506"	49008	48846	"-"	1	"GL350420"	49874	49712	"-"	1	163	163	163	100	100	100	163	0	0	0	2	163	54	NA	"Gr_g34_5"
"Gr4"	"Gr_g34.6"	"Gr4.6"	"Gr"	"None"	"EQ126506"	49233	49079	"-"	1	"GL350420"	50099	49945	"-"	1	155	155	155	100	100	100	155	0	0	0	1	153	51	NA	"Gr_g34_6"
"Gr4"	"Gr_g34.7"	"Gr4.3"	"Gr"	"None"	"EQ126506"	51411	51293	"-"	1	"GL350420"	52277	52159	"-"	1	119	119	119	100	100	100	119	0	0	0	2	118	39	NA	"Gr_g34_7"
"Gr4"	"Gr_g34.8"	"Gr4.9"	"Gr"	"None"	"EQ126506"	48587	48474	"-"	1	"GL350420"	49453	49340	"-"	1	114	114	114	100	100	100	114	0	0	0	1	114	37	NA	"Gr_g34_8"
"Gr4"	"Gr_g34.9"	"Gr4.8"	"Gr"	"None"	"EQ126506"	48761	48672	"-"	1	"GL350420"	49627	49538	"-"	1	90	90	90	100	100	100	90	0	0	0	1	90	30	NA	"Gr_g34_9"
"Gr40"	"Gr_g35.1"	"Gr40.2"	"Gr"	"None"	"EQ120865"	26735	26093	"-"	1	"GL350183"	45043	44401	"-"	1	643	643	643	100	100	100	643	0	0	0	2	643	214	NA	"Gr_g35_1"
"Gr40"	"Gr_g35.2"	"Gr40.1"	"Gr"	"None"	"EQ120865"	27631	27360	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g35_2"
"Gr40"	"Gr_g35.3"	"Gr40.5"	"Gr"	"None"	"EQ120865"	22679	22560	"-"	1	"GL350183"	40987	40868	"-"	1	120	120	120	100	100	100	120	0	0	0	1	120	39	NA	"Gr_g35_3"
"Gr40"	"Gr_g35.4"	"Gr40.4"	"Gr"	"None"	"EQ120865"	23566	23474	"-"	1	"GL350183"	41874	41782	"-"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g35_4"
"Gr40"	"Gr_g35.5"	"Gr40.3"	"Gr"	"None"	"EQ120865"	23799	23731	"-"	1	"GL350183"	42107	42039	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g35_5"
"Gr41"	"Gr_g36.1"	"Gr41.2"	"Gr"	"None"	"EQ111294"	13368	14016	"+"	1	"GL349627"	445761	446409	"+"	1	649	649	649	100	100	100	649	0	0	0	2	649	216	NA	"Gr_g36_1"
"Gr41"	"Gr_g36.2"	"Gr41.1"	"Gr"	"None"	"EQ111294"	5862	6133	"+"	1	"GL350213"	58918	59189	"+"	1	272	272	272	100	100	100	272	0	0	0	1	270	90	NA	"Gr_g36_2"
"Gr41"	"Gr_g36.3"	"Gr41.5"	"Gr"	"None"	"EQ111294"	16411	16530	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g36_3"
"Gr41"	"Gr_g36.4"	"Gr41.4"	"Gr"	"None"	"EQ111294"	15597	15689	"+"	1	"GL349627"	447961	448053	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g36_4"
"Gr41"	"Gr_g36.5"	"Gr41.3"	"Gr"	"None"	"EQ111294"	15272	15340	"+"	1	"GL349627"	447636	447704	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g36_5"
"Gr42"	"Gr_g37.1"	"Gr42.2"	"Gr"	"None"	"EQ110801"	104203	104839	"+"	1	"GL350117"	306937	306301	"-"	1	637	637	637	100	100	99.5	634	3	0	0	2	637	212	"H116Y [346]"	"Gr_g37_1"
"Gr42"	"Gr_g37.2"	"Gr42.1"	"Gr"	"None"	"EQ110801"	103248	103519	"+"	1	"GL350117"	307892	307621	"-"	1	272	272	272	100	100	100	272	0	0	0	1	270	90	NA	"Gr_g37_2"
"Gr42"	"Gr_g37.3"	"Gr42.5"	"Gr"	"None"	"EQ110801"	106563	106679	"+"	1	"GL350117"	304577	304461	"-"	1	117	117	117	100	100	100	117	0	0	0	1	117	38	NA	"Gr_g37_3"
"Gr42"	"Gr_g37.4"	"Gr42.4"	"Gr"	"None"	"EQ110801"	106377	106469	"+"	1	"GL350117"	304763	304671	"-"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g37_4"
"Gr42"	"Gr_g37.5"	"Gr42.3"	"Gr"	"None"	"EQ110801"	106137	106205	"+"	1	"GL350117"	305003	304935	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g37_5"
"Gr43"	"Gr_g38.1"	"Gr43.2"	"Gr"	"None"	"EQ114785"	19026	18387	"-"	1	"GL350824"	29629	30268	"+"	1	640	640	640	100	100	93.4	598	42	0	0	2	640	213	"H22P [64] V43I [127] V44M [130] A46T [136] V52I [154] Q54P [160] T64S [190] F65L [193] F67V [199] L78V [232] N90D [268] C91Y [271] G143A [427] N156S [466] I158S [472] V162L [484] G163S [487] S172N [514] T173S [517] T175R [523] D177E [529] T192A [574] I198T [592] C202S [604]"	"Gr_g38_1"
"Gr43"	"Gr_g38.2"	"Gr43.1"	"Gr"	"None"	"EQ114785"	24615	24344	"-"	1	"GL350824"	11910	11639	"-"	1	272	272	272	100	100	100	272	0	0	0	1	270	90	NA	"Gr_g38_2"
"Gr43"	"Gr_g38.3"	"Gr43.5"	"Gr"	"None"	"EQ114785"	17006	16881	"-"	1	"GL350824"	16806	16931	"+"	1	126	126	126	100	100	100	126	0	0	0	1	126	41	NA	"Gr_g38_3"
"Gr43"	"Gr_g38.4"	"Gr43.4"	"Gr"	"None"	"EQ114785"	17196	17104	"-"	1	"GL350824"	16609	16701	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g38_4"
"Gr43"	"Gr_g38.5"	"Gr43.3"	"Gr"	"None"	"EQ114785"	17444	17376	"-"	1	"GL350824"	16361	16429	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g38_5"
"Gr44"	"Gr_g39.1"	"Gr44.2"	"Gr"	"None"	"EQ114785"	4073	3434	"-"	1	"GL350824"	29629	30268	"+"	1	640	640	640	100	100	100	640	0	0	0	2	640	213	NA	"Gr_g39_1"
"Gr44"	"Gr_g39.2"	"Gr44.1"	"Gr"	"None"	"EQ114785"	5271	5000	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g39_2"
"Gr44"	"Gr_g39.3"	"Gr44.5"	"Gr"	"None"	"EQ114785"	1180	1055	"-"	1	"GL350824"	32520	32645	"+"	1	126	126	126	100	100	100	126	0	0	0	1	126	41	NA	"Gr_g39_3"
"Gr44"	"Gr_g39.4"	"Gr44.4"	"Gr"	"None"	"EQ114785"	1380	1288	"-"	1	"GL350824"	32320	32412	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g39_4"
"Gr44"	"Gr_g39.5"	"Gr44.3"	"Gr"	"None"	"EQ114785"	1626	1558	"-"	1	"GL350824"	32074	32142	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g39_5"
"Gr45"	"Gr_g40.1"	"Gr45.2"	"Gr"	"None"	"EQ127518"	60081	59436	"-"	1	"GL349852"	784940	784295	"-"	1	646	646	646	100	100	100	646	0	0	0	2	646	215	NA	"Gr_g40_1"
"Gr45"	"Gr_g40.2"	"Gr45.1"	"Gr"	"None"	"EQ127518"	62556	62282	"-"	1	"GL349852"	787417	787141	"-"	1	275	275	275	100	100	99.3	275	0	2	0	3	273	91	NA	"Gr_g40_2"
"Gr45"	"Gr_g40.3"	"Gr45.5"	"Gr"	"None"	"EQ127518"	54616	54473	"-"	1	"GL349852"	779008	778865	"-"	1	144	144	144	100	100	100	144	0	0	0	1	144	47	NA	"Gr_g40_3"
"Gr45"	"Gr_g40.4"	"Gr45.4"	"Gr"	"None"	"EQ127518"	56689	56597	"-"	1	"GL349852"	781084	780992	"-"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g40_4"
"Gr45"	"Gr_g40.5"	"Gr45.3"	"Gr"	"None"	"EQ127518"	58869	58801	"-"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g40_5"
"Gr46"	"Gr_g41.1"	"Gr46.2"	"Gr"	"None"	"EQ122774"	9528	10164	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g41_1"
"Gr46"	"Gr_g41.2"	"Gr46.1"	"Gr"	"None"	"EQ122774"	8064	8350	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g41_2"
"Gr46"	"Gr_g41.3"	"Gr46.5"	"Gr"	"None"	"EQ122774"	13561	13674	"+"	1	"GL349645"	528271	528158	"-"	1	114	114	114	100	100	100	114	0	0	0	1	114	37	NA	"Gr_g41_3"
"Gr46"	"Gr_g41.4"	"Gr46.4"	"Gr"	"None"	"EQ122774"	13138	13230	"+"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g41_4"
"Gr46"	"Gr_g41.5"	"Gr46.3"	"Gr"	"None"	"EQ122774"	12980	13048	"+"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g41_5"
"Gr47"	"Gr_g42.1"	"Gr47.2"	"Gr"	"None"	"EQ122774"	41923	42559	"+"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g42_1"
"Gr47"	"Gr_g42.2"	"Gr47.1"	"Gr"	"None"	"EQ122774"	39059	39345	"+"	1	"GL349763"	337484	337770	"+"	1	287	287	287	100	100	100	287	0	0	0	1	285	95	NA	"Gr_g42_2"
"Gr47"	"Gr_g42.3"	"Gr47.5"	"Gr"	"None"	"EQ122774"	45214	45336	"+"	1	"GL349763"	343660	343782	"+"	1	123	123	123	100	100	100	123	0	0	0	1	123	40	NA	"Gr_g42_3"
"Gr47"	"Gr_g42.4"	"Gr47.4"	"Gr"	"None"	"EQ122774"	44803	44895	"+"	1	"GL349763"	343249	343341	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g42_4"
"Gr47"	"Gr_g42.5"	"Gr47.3"	"Gr"	"None"	"EQ122774"	44612	44680	"+"	1	"GL349763"	343058	343126	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g42_5"
"Gr48F"	"Gr_g43.1"	"Gr48F.2"	"Gr"	"None"	"EQ120955"	3029	3662	"+"	1	"GL349763"	255463	256096	"+"	1	634	634	634	100	100	100	634	0	0	0	2	634	211	NA	"Gr_g43_1"
"Gr48F"	"Gr_g43.2"	"Gr48F.1"	"Gr"	"None"	"EQ120955"	1578	1864	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g43_2"
"Gr48F"	"Gr_g43.3"	"Gr48F.5"	"Gr"	"None"	"EQ120955"	4953	5072	"+"	1	"GL349763"	257386	257505	"+"	1	120	120	120	100	100	100	120	0	0	0	1	120	39	NA	"Gr_g43_3"
"Gr48F"	"Gr_g43.4"	"Gr48F.4"	"Gr"	"None"	"EQ120955"	4549	4640	"+"	1	"GL349763"	256982	257074	"+"	1	92	92	92	100	100	98.9	92	0	1	0	1	92	31	NA	"Gr_g43_4"
"Gr48F"	"Gr_g43.5"	"Gr48F.3"	"Gr"	"None"	"EQ120955"	4399	4467	"+"	1	"GL349763"	256833	256901	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g43_5"
"Gr49"	"Gr_g44.1"	"Gr49.2"	"Gr"	"None"	"EQ118671"	5425	6058	"+"	1	"GL349763"	255463	256096	"+"	1	634	634	634	100	100	99.7	632	2	0	0	2	634	211	"E61A [181] V186I [556]"	"Gr_g44_1"
"Gr49"	"Gr_g44.2"	"Gr49.1"	"Gr"	"None"	"EQ118671"	3969	4255	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g44_2"
"Gr49"	"Gr_g44.3"	"Gr49.5"	"Gr"	"None"	"EQ118671"	7343	7462	"+"	1	"GL349763"	257386	257505	"+"	1	120	120	120	100	100	99.2	119	1	0	0	1	120	39	"I9M [24]"	"Gr_g44_3"
"Gr49"	"Gr_g44.4"	"Gr49.4"	"Gr"	"None"	"EQ118671"	6939	7031	"+"	1	"GL349763"	256982	257074	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g44_4"
"Gr49"	"Gr_g44.5"	"Gr49.3"	"Gr"	"None"	"EQ118671"	6790	6858	"+"	1	"GL349763"	256833	256901	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g44_5"
"Gr50I"	"Gr_g45.1"	"Gr50I.1"	"Gr"	"None"	"EQ115365"	14570	14284	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g45_1"
"Gr50I"	"Gr_g45.2"	"Gr50I.4"	"Gr"	"None"	"EQ115365"	4147	4019	"-"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g45_2"
"Gr50I"	"Gr_g45.3"	"Gr50I.3"	"Gr"	"None"	"EQ115365"	4544	4452	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g45_3"
"Gr50I"	"Gr_g45.4"	"Gr50I.2"	"Gr"	"None"	"EQ115365"	4735	4667	"-"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g45_4"
"Gr51"	"Gr_g46.1"	"Gr51.2"	"Gr"	"None"	"EQ115365"	23501	24137	"+"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g46_1"
"Gr51"	"Gr_g46.2"	"Gr51.1"	"Gr"	"None"	"EQ115365"	20507	20793	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g46_2"
"Gr51"	"Gr_g46.3"	"Gr51.5"	"Gr"	"None"	"EQ115365"	26127	26255	"+"	1	"GL350156"	108406	108534	"+"	1	129	129	129	100	100	100	129	0	0	0	1	129	42	NA	"Gr_g46_3"
"Gr51"	"Gr_g46.4"	"Gr51.4"	"Gr"	"None"	"EQ115365"	25709	25801	"+"	1	"GL350156"	107988	108080	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g46_4"
"Gr51"	"Gr_g46.5"	"Gr51.3"	"Gr"	"None"	"EQ115365"	25518	25586	"+"	1	"GL350156"	107801	107869	"+"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g46_5"
"Gr52J"	"Gr_g47.1"	"Gr52J.2"	"Gr"	"None"	"EQ110963"	19190	18554	"-"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g47_1"
"Gr52J"	"Gr_g47.2"	"Gr52J.1"	"Gr"	"None"	"EQ115365"	36076	36362	"+"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g47_2"
"Gr52J"	"Gr_g47.3"	"Gr52J.5"	"Gr"	"None"	"EQ110963"	15779	15651	"-"	1	"GL350156"	86502	86374	"-"	1	129	129	129	100	100	100	129	0	0	0	1	129	42	NA	"Gr_g47_3"
"Gr52J"	"Gr_g47.4"	"Gr52J.4"	"Gr"	"None"	"EQ110963"	16197	16105	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g47_4"
"Gr52J"	"Gr_g47.5"	"Gr52J.3"	"Gr"	"None"	"EQ110963"	16394	16326	"-"	1	"GL350156"	87115	87047	"-"	1	69	69	69	100	100	100	69	0	0	0	1	69	23	NA	"Gr_g47_5"
"Gr53C"	"Gr_g48.1"	"Gr53C.2"	"Gr"	"None"	"EQ116812"	56326	56956	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g48_1"
"Gr53C"	"Gr_g48.2"	"Gr53C.1"	"Gr"	"None"	"EQ116812"	54981	55267	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g48_2"
"Gr54P"	"Gr_g49.1"	"Gr54P.5"	"Gr"	"None"	"EQ124300"	52341	52195	"-"	1	"GL350156"	167899	168045	"+"	1	147	147	147	100	100	100	147	0	0	0	1	147	48	NA	"Gr_g49_1"
"Gr54P"	"Gr_g49.2"	"Gr54P.1"	"Gr"	"None"	"EQ124300"	54922	54782	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g49_2"
"Gr54P"	"Gr_g49.3"	"Gr54P.2"	"Gr"	"None"	"EQ124300"	54355	54253	"-"	1	"GL350156"	157186	157288	"+"	1	103	103	103	100	100	100	103	0	0	0	2	103	34	NA	"Gr_g49_3"
"Gr54P"	"Gr_g49.4"	"Gr54P.4"	"Gr"	"None"	"EQ124300"	52762	52670	"-"	1	"GL350156"	167478	167570	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g49_4"
"Gr54P"	"Gr_g49.5"	"Gr54P.3"	"Gr"	"None"	"EQ124300"	52952	52881	"-"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g49_5"
"Gr55"	"Gr_g50.1"	"Gr55.2"	"Gr"	"None"	"EQ124300"	32329	31693	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g50_1"
"Gr55"	"Gr_g50.2"	"Gr55.1"	"Gr"	"None"	"EQ124300"	39675	39389	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g50_2"
"Gr55"	"Gr_g50.3"	"Gr55.5"	"Gr"	"None"	"EQ124300"	29714	29586	"-"	1	"GL350076"	68270	68398	"+"	1	129	129	129	100	100	100	129	0	0	0	1	129	42	NA	"Gr_g50_3"
"Gr55"	"Gr_g50.4"	"Gr55.4"	"Gr"	"None"	"EQ124300"	30132	30040	"-"	1	"GL350076"	67852	67944	"+"	1	93	93	93	100	100	100	93	0	0	0	1	93	31	NA	"Gr_g50_4"
"Gr55"	"Gr_g50.5"	"Gr55.3"	"Gr"	"None"	"EQ124300"	30316	30248	"-"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gr_g50_5"
